"","Accn Number","Cat Num","Genus","Species","Began Date","Full Name","Country","County","State","Spec Locality","Habitat","Coll Method","Prepared By/First Name","Prepared By/Last Name","Collectors/First Name","Collectors/Last Name","Prepator #","Bursa","Skull Ossification","Sex","Fat Deposition","Reproduct Data","Molt","Wing Span","Weight","Weight Unit","Total Length","Wing Chord","Preparations [Aggregated]","Latitude1","Longitude1"
"174","440","56620","Catharus","guttatus","03/28/2016","United States, Louisiana, Jefferson Davis Parish","United States","Jefferson Davis Parish","Louisiana","Thornwell, 4 mi W","bushy track in cypress swamp","mist net","Sarah","Dzielski","Vanya","Rohwer","SAD 058",NA,"100 %","Female","little","ovary 6 x 4 mm, granular","none",NA,NA,NA,NA,NA,"audio recording; tissue (frozen); study skin; spread wing","30.09853","-92.86449"
"175","Public Salvage","57391","Catharus","guttatus","04/30/2016","United States, New York, Tompkins County","United States","Tompkins County","New York","Town of Dryden, Hanshaw Road just east of Sapsucker Woods Road",NA,"salvage",NA,"CUMV Student","Jody","Enck","ORN 158",NA,"100 %","Female","little","ovary 7 x 3 mm, largest ovum 1 x 1 mm",NA,"254.0","27.8999996185","g",NA,NA,"study skin; tissue (frozen)","42.46893","-76.44751"
"176","Public Salvage","57391","Catharus","guttatus","04/30/2016","United States, New York, Tompkins County","United States","Tompkins County","New York","Town of Dryden, Hanshaw Road just east of Sapsucker Woods Road",NA,"salvage",NA,NA,"Jody","Enck","ORN 158",NA,"100 %","Female","little","ovary 7 x 3 mm, largest ovum 1 x 1 mm",NA,"254.0","27.8999996185","g",NA,NA,"study skin; tissue (frozen)","42.46893","-76.44751"
"177","437","58473","Catharus","guttatus","09/05/2016","United States, Washington, King County","United States","King County","Washington","Shoreline",NA,"salvage","Sarah","Dzielski",NA,"Burke Museum","SAD 102",NA,NA,"sex unknown","little",NA,"light body","265.0","24.7999992371","g",NA,NA,"skeleton; tissue (frozen)","47.75565","-122.34152"
"178","437","58473","Catharus","guttatus","09/05/2016","United States, Washington, King County","United States","King County","Washington","Shoreline",NA,"salvage",NA,NA,NA,"Burke Museum","SAD 102",NA,NA,"sex unknown","little",NA,"light body","265.0","24.7999992371","g",NA,NA,"skeleton; tissue (frozen)","47.75565","-122.34152"
"179","Public Salvage","58664","Catharus","guttatus","08/07/2015","United States, New York, Tompkins County","United States","Tompkins County","New York","Town of Dryden, Irish Settlement Road near Yellow Barn State Forest",NA,"window strike",NA,"CUMV Student","Charles","Smith","ORN 127","5 x 4 mm","5 %","Male","little","testes L: 2 x 1 mm, R missing","heavy body molt","285.0","28.3999996185","g",NA,NA,"study skin; spread wing; tissue (frozen)","42.4654566","-76.318761"
"180","Public Salvage","58664","Catharus","guttatus","08/07/2015","United States, New York, Tompkins County","United States","Tompkins County","New York","Town of Dryden, Irish Settlement Road near Yellow Barn State Forest",NA,"window strike",NA,"CUMV Student","Charles","Smith","ORN 127","5 x 4 mm","5 %","Male","little","testes L: 2 x 1 mm, R missing","heavy body molt","285.0","28.3999996185","g",NA,NA,"study skin; spread wing; tissue (frozen)","42.4654566","-76.318761"
"181","Public Salvage","58664","Catharus","guttatus","08/07/2015","United States, New York, Tompkins County","United States","Tompkins County","New York","Town of Dryden, Irish Settlement Road near Yellow Barn State Forest",NA,"window strike",NA,NA,"Charles","Smith","ORN 127","5 x 4 mm","5 %","Male","little","testes L: 2 x 1 mm, R missing","heavy body molt","285.0","28.3999996185","g",NA,NA,"study skin; spread wing; tissue (frozen)","42.4654566","-76.318761"
"182","437","58855","Catharus","guttatus","09/20/2012","United States, Washington, Kitsap County","United States","Kitsap County","Washington","Bainbridge Island",NA,"window strike","Bradley","Walker",NA,"Burke Museum","BMW.1 513","couldn't be seen due to feces","0 %","Male","none","testes both 1 x 2 mm, black","no molt","253.0","19.0","g",NA,NA,"study skin; tissue (frozen)","47.64457","-122.54356"
"183","437","58855","Catharus","guttatus","09/20/2012","United States, Washington, Kitsap County","United States","Kitsap County","Washington","Bainbridge Island",NA,"window strike",NA,NA,NA,"Burke Museum","BMW.1 513","couldn't be seen due to feces","0 %","Male","none","testes both 1 x 2 mm, black","no molt","253.0","19.0","g",NA,NA,"study skin; tissue (frozen)","47.64457","-122.54356"
"184","457","58912","Catharus","guttatus","04/03/2019","United States, Texas, Brewster County","United States","Brewster County","Texas","Marathon, 48 miles SSE, Black Gap Wildlife Management Area (campsite 30)","Chihuahuan desert with brushy arroyos and rocky outcrops","mist net",NA,NA,"Vanya","Rohwer","ORN 386","not found","100 %","Female","little","ovary 7 x 3 mm; undifferentiated","none","265.0","20.3999996185","g",NA,NA,"tissue (frozen); study skin; spread wing","29.5603833333","-103.0199666667"
"185","457","58912","Catharus","guttatus","04/03/2019","United States, Texas, Brewster County","United States","Brewster County","Texas","Marathon, 48 miles SSE, Black Gap Wildlife Management Area (campsite 30)","Chihuahuan desert with brushy arroyos and rocky outcrops","mist net",NA,"CUMV Student","Vanya","Rohwer","ORN 386","not found","100 %","Female","little","ovary 7 x 3 mm; undifferentiated","none","265.0","20.3999996185","g",NA,NA,"tissue (frozen); study skin; spread wing","29.5603833333","-103.0199666667"
"186","457","58912","Catharus","guttatus","04/03/2019","United States, Texas, Brewster County","United States","Brewster County","Texas","Marathon, 48 miles SSE, Black Gap Wildlife Management Area (campsite 30)","Chihuahuan desert with brushy arroyos and rocky outcrops","mist net",NA,"CUMV Student","Vanya","Rohwer","ORN 386","not found","100 %","Female","little","ovary 7 x 3 mm; undifferentiated","none","265.0","20.3999996185","g",NA,NA,"tissue (frozen); study skin; spread wing","29.5603833333","-103.0199666667"
"187","437","57445","Catharus","guttatus","09/22/2016","United States, Washington, King County","United States","King County","Washington","Seattle",NA,NA,"Bradley","Walker",NA,"Burke Museum","BMW.1 482","none","100 %","Male","fat","testes L: 1 x 1 mm, R: 1 x 1 mm","none","265.0","24.3999996185","g",NA,NA,"spread wing; study skin; tissue (frozen)","47.60621","-122.33207"
"188","437","57445","Catharus","guttatus","09/22/2016","United States, Washington, King County","United States","King County","Washington","Seattle",NA,NA,"Bradley","Walker",NA,"Burke Museum","BMW.1 482","none","100 %","Male","fat","testes L: 1 x 1 mm, R: 1 x 1 mm","none","265.0","24.3999996185","g",NA,NA,"spread wing; study skin; tissue (frozen)","47.60621","-122.33207"
"189","437","57445","Catharus","guttatus","09/22/2016","United States, Washington, King County","United States","King County","Washington","Seattle",NA,NA,"Bradley","Walker",NA,"Burke Museum","BMW.1 482","none","100 %","Male","fat","testes L: 1 x 1 mm, R: 1 x 1 mm","none","265.0","24.3999996185","g",NA,NA,"spread wing; study skin; tissue (frozen)","47.60621","-122.33207"
"190","Public Salvage","59202","Catharus","guttatus","10/17/2018","United States, New York, Tompkins County","United States","Tompkins County","New York","Town of Ithaca",NA,"window strike",NA,NA,NA,"Public Salvage","ORN 416","7 x 5 mm",NA,"Male","little","testes both 2 x 1.5 mm",NA,"147.0","33.0","g",NA,NA,"tissue (frozen); study skin; spread wing","42.4381","-76.5095"
"191","Public Salvage","59202","Catharus","guttatus","10/17/2018","United States, New York, Tompkins County","United States","Tompkins County","New York","Town of Ithaca",NA,"window strike",NA,"CUMV Student",NA,"Public Salvage","ORN 416","7 x 5 mm",NA,"Male","little","testes both 2 x 1.5 mm",NA,"147.0","33.0","g",NA,NA,"tissue (frozen); study skin; spread wing","42.4381","-76.5095"
"192","Public Salvage","59202","Catharus","guttatus","10/17/2018","United States, New York, Tompkins County","United States","Tompkins County","New York","Town of Ithaca",NA,"window strike",NA,"CUMV Student",NA,"Public Salvage","ORN 416","7 x 5 mm",NA,"Male","little","testes both 2 x 1.5 mm",NA,"147.0","33.0","g",NA,NA,"tissue (frozen); study skin; spread wing","42.4381","-76.5095"
"193","Public Salvage","59204","Catharus","guttatus","05/10/2016","United States, New York, Tompkins County","United States","Tompkins County","New York","Ulysses",NA,"window strike",NA,"CUMV Student","Scott","Sutcliffe","ORN 529",NA,NA,"Female",NA,"ovary 2 x 5 mm; largest ova ~ 1 mm",NA,"274.0","30.1000003815","g",NA,NA,"spread wing; study skin; tissue (frozen)","42.513804","-76.611748"
"194","Public Salvage","59204","Catharus","guttatus","05/10/2016","United States, New York, Tompkins County","United States","Tompkins County","New York","Ulysses",NA,"window strike",NA,"CUMV Student","Scott","Sutcliffe","ORN 529",NA,NA,"Female",NA,"ovary 2 x 5 mm; largest ova ~ 1 mm",NA,"274.0","30.1000003815","g",NA,NA,"spread wing; study skin; tissue (frozen)","42.513804","-76.611748"
"195","Public Salvage","59204","Catharus","guttatus","05/10/2016","United States, New York, Tompkins County","United States","Tompkins County","New York","Ulysses",NA,"window strike",NA,NA,"Scott","Sutcliffe","ORN 529",NA,NA,"Female",NA,"ovary 2 x 5 mm; largest ova ~ 1 mm",NA,"274.0","30.1000003815","g",NA,NA,"spread wing; study skin; tissue (frozen)","42.513804","-76.611748"
"196","Public Salvage","59206","Catharus","guttatus","11/11/2019","United States, New York, Schuyler County","United States","Schuyler County","New York","Mecklenburg",NA,"window strike",NA,"CUMV Student",NA,"Public Salvage","ORN 580","not found","10 %","Male","excessive","testes both 1 x 1 mm; darker brown",NA,"284.0","37.4000015259","g",NA,NA,"study skin; tissue (frozen); spread wing","42.45757","-76.71023"
"197","Public Salvage","59206","Catharus","guttatus","11/11/2019","United States, New York, Schuyler County","United States","Schuyler County","New York","Mecklenburg",NA,"window strike",NA,NA,NA,"Public Salvage","ORN 580","not found","10 %","Male","excessive","testes both 1 x 1 mm; darker brown",NA,"284.0","37.4000015259","g",NA,NA,"study skin; tissue (frozen); spread wing","42.45757","-76.71023"
"198","Public Salvage","59206","Catharus","guttatus","11/11/2019","United States, New York, Schuyler County","United States","Schuyler County","New York","Mecklenburg",NA,"window strike",NA,"CUMV Student",NA,"Public Salvage","ORN 580","not found","10 %","Male","excessive","testes both 1 x 1 mm; darker brown",NA,"284.0","37.4000015259","g",NA,NA,"study skin; tissue (frozen); spread wing","42.45757","-76.71023"
"199","463","59303","Catharus","guttatus","05/06/2019","United States, New York, Monroe County","United States","Monroe County","New York","Town of Greece, ~6.75 km NE Hilton, Braddock Bay Bird Observatory",NA,"salvage","Mary Margaret","Ferraro",NA,"Braddock Bay","MMF 495","not found","100%","Male","moderate","testes L: 4 x 2.5 mm, R: 4 x 3 mm; black","none","275.0","25.5","g",NA,NA,"spread wing; tissue (frozen); study skin","43.3225697","-77.7179499"
"200","463","59303","Catharus","guttatus","05/06/2019","United States, New York, Monroe County","United States","Monroe County","New York","Town of Greece, ~6.75 km NE Hilton, Braddock Bay Bird Observatory",NA,"salvage","Mary Margaret","Ferraro",NA,"Braddock Bay","MMF 495","not found","100%","Male","moderate","testes L: 4 x 2.5 mm, R: 4 x 3 mm; black","none","275.0","25.5","g",NA,NA,"spread wing; tissue (frozen); study skin","43.3225697","-77.7179499"
"201","463","59303","Catharus","guttatus","05/06/2019","United States, New York, Monroe County","United States","Monroe County","New York","Town of Greece, ~6.75 km NE Hilton, Braddock Bay Bird Observatory",NA,"salvage","Mary Margaret","Ferraro",NA,"Braddock Bay","MMF 495","not found","100%","Male","moderate","testes L: 4 x 2.5 mm, R: 4 x 3 mm; black","none","275.0","25.5","g",NA,NA,"spread wing; tissue (frozen); study skin","43.3225697","-77.7179499"
"202","Public Salvage","59875","Catharus","guttatus","10/15/2021","United States, New York, Tompkins County","United States","Tompkins County","New York","Ithaca, Cornell University Campus, Uris Library",NA,"window strike","Eryn","Woernley",NA,"Public Salvage","ELW 095","not found","75 %","Male","heavy","testes both 2 x 1 mm","none","282.0","32.5999984741","g",NA,NA,"tissue (frozen); spread wing; study skin","42.4477","-76.4853"
"203","Public Salvage","59875","Catharus","guttatus","10/15/2021","United States, New York, Tompkins County","United States","Tompkins County","New York","Ithaca, Cornell University Campus, Uris Library",NA,"window strike","Eryn","Woernley",NA,"Public Salvage","ELW 095","not found","75 %","Male","heavy","testes both 2 x 1 mm","none","282.0","32.5999984741","g",NA,NA,"tissue (frozen); spread wing; study skin","42.4477","-76.4853"
"204","Public Salvage","59875","Catharus","guttatus","10/15/2021","United States, New York, Tompkins County","United States","Tompkins County","New York","Ithaca, Cornell University Campus, Uris Library",NA,"window strike","Eryn","Woernley",NA,"Public Salvage","ELW 095","not found","75 %","Male","heavy","testes both 2 x 1 mm","none","282.0","32.5999984741","g",NA,NA,"tissue (frozen); spread wing; study skin","42.4477","-76.4853"
"205","476","59895","Catharus","guttatus","04/04/2022","United States, Texas, Anderson","United States","Anderson","Texas","Gus Engeling Wildlife Management Area, 12 km NNW Tennessee Colony","post oak savannah","mist net",NA,"CUMV Student","Vanya","Rohwer","ORN 728","not found","100 %","Male","little","testes L: 4 x 3 mm, R: 3 x 2 mm","none","290.0","31.0","g",NA,NA,"study skin; spread wing; tissue (frozen)","31.93507","-95.88526"
"206","476","59895","Catharus","guttatus","04/04/2022","United States, Texas, Anderson","United States","Anderson","Texas","Gus Engeling Wildlife Management Area, 12 km NNW Tennessee Colony","post oak savannah","mist net",NA,"CUMV Student","Vanya","Rohwer","ORN 728","not found","100 %","Male","little","testes L: 4 x 3 mm, R: 3 x 2 mm","none","290.0","31.0","g",NA,NA,"study skin; spread wing; tissue (frozen)","31.93507","-95.88526"
"207","476","59895","Catharus","guttatus","04/04/2022","United States, Texas, Anderson","United States","Anderson","Texas","Gus Engeling Wildlife Management Area, 12 km NNW Tennessee Colony","post oak savannah","mist net",NA,"CUMV Student","Vanya","Rohwer","ORN 728","not found","100 %","Male","little","testes L: 4 x 3 mm, R: 3 x 2 mm","none","290.0","31.0","g",NA,NA,"study skin; spread wing; tissue (frozen)","31.93507","-95.88526"
"208","Public Salvage","60031","Catharus","guttatus",NA,"no higher geography recorded",NA,NA,NA,"No Data",NA,NA,NA,"CUMV Student",NA,"Unknown",NA,NA,NA,"Male",NA,NA,NA,NA,"33.5999984741","g",NA,NA,"study skin",NA,NA
"209","NY Collecting","60131","Catharus","guttatus","07/27/2022","United States, New York, Schuyler County","United States","Schuyler County","New York","Catharine, Odessa 1.6 miles E, 4.7 miles N, Seneca Highlands",NA,"mist net","Jessica","Kane","Vanya","Rohwer","ORN 743","8 x 9 mm","0 %","sex unknown","none","gonads not found","minimal body molt","244.0","28.3999996185","g",NA,NA,"study skin; tissue (frozen); spread wing","42.3816","-76.7553"
"210","NY Collecting","60131","Catharus","guttatus","07/27/2022","United States, New York, Schuyler County","United States","Schuyler County","New York","Catharine, Odessa 1.6 miles E, 4.7 miles N, Seneca Highlands",NA,"mist net","Jessica","Kane","Vanya","Rohwer","ORN 743","8 x 9 mm","0 %","sex unknown","none","gonads not found","minimal body molt","244.0","28.3999996185","g",NA,NA,"study skin; tissue (frozen); spread wing","42.3816","-76.7553"
"211","NY Collecting","60131","Catharus","guttatus","07/27/2022","United States, New York, Schuyler County","United States","Schuyler County","New York","Catharine, Odessa 1.6 miles E, 4.7 miles N, Seneca Highlands",NA,"mist net","Jessica","Kane","Vanya","Rohwer","ORN 743","8 x 9 mm","0 %","sex unknown","none","gonads not found","minimal body molt","244.0","28.3999996185","g",NA,NA,"study skin; tissue (frozen); spread wing","42.3816","-76.7553"
"212","Public Salvage","60163","Catharus","guttatus","10/03/2020","United States, New York, Tompkins County","United States","Tompkins County","New York","Town of Caroline, Brooktondale, 153 Caroline Depot Road",NA,"window strike",NA,"CUMV Student",NA,"Public Salvage","ORN 751","yes","5 %","Female","moderate/fat","ovary 5 x 3 mm, smooth","none","279.0","30.7","g",NA,NA,"spread wing; tissue (frozen); study skin","42.3687","-76.4091"
"213","Public Salvage","60163","Catharus","guttatus","10/03/2020","United States, New York, Tompkins County","United States","Tompkins County","New York","Town of Caroline, Brooktondale, 153 Caroline Depot Road",NA,"window strike",NA,"CUMV Student",NA,"Public Salvage","ORN 751","yes","5 %","Female","moderate/fat","ovary 5 x 3 mm, smooth","none","279.0","30.7","g",NA,NA,"spread wing; tissue (frozen); study skin","42.3687","-76.4091"
"214","Public Salvage","60163","Catharus","guttatus","10/03/2020","United States, New York, Tompkins County","United States","Tompkins County","New York","Town of Caroline, Brooktondale, 153 Caroline Depot Road",NA,"window strike",NA,"CUMV Student",NA,"Public Salvage","ORN 751","yes","5 %","Female","moderate/fat","ovary 5 x 3 mm, smooth","none","279.0","30.7","g",NA,NA,"spread wing; tissue (frozen); study skin","42.3687","-76.4091"
"215","476","60236","Catharus","guttatus","04/02/2022","United States, Texas, Anderson","United States","Anderson","Texas","Gus Engeling Wildlife Management Area, 12 km NNW Tennessee Colony","post-oak savannah with hardwood creek bottoms","mist net","Andre","Golumbeski","Vanya","Rohwer","AEG 026","not found","100 %","Female","moderate","ovary 6 x 3 mm","none","241.0","29.8","g",NA,NA,"spread wing; tissue (frozen); study skin","31.93507","-95.88526"
"216","476","60236","Catharus","guttatus","04/02/2022","United States, Texas, Anderson","United States","Anderson","Texas","Gus Engeling Wildlife Management Area, 12 km NNW Tennessee Colony","post-oak savannah with hardwood creek bottoms","mist net","Andre","Golumbeski","Vanya","Rohwer","AEG 026","not found","100 %","Female","moderate","ovary 6 x 3 mm","none","241.0","29.8","g",NA,NA,"spread wing; tissue (frozen); study skin","31.93507","-95.88526"
"217","476","60236","Catharus","guttatus","04/02/2022","United States, Texas, Anderson","United States","Anderson","Texas","Gus Engeling Wildlife Management Area, 12 km NNW Tennessee Colony","post-oak savannah with hardwood creek bottoms","mist net","Andre","Golumbeski","Vanya","Rohwer","AEG 026","not found","100 %","Female","moderate","ovary 6 x 3 mm","none","241.0","29.8","g",NA,NA,"spread wing; tissue (frozen); study skin","31.93507","-95.88526"
"218","Public Salvage","60463","Catharus","guttatus","10/24/2022","United States, New York, Tompkins County","United States","Tompkins County","New York","Ithaca, Cornell University Campus, Cornell Botanic Gardens, Nevin Welcome Center",NA,"window strike","Sarah","Rackowski","Sarah","Rackowski","ORN 918","60 mm","20 %","Female","moderate","ovary: 2 x 4 mm","small amount on throat","250.0","30.5","g",NA,NA,"tissue (frozen); spread wing; study skin","42.44957","-76.47229"
"219","Public Salvage","60463","Catharus","guttatus","10/24/2022","United States, New York, Tompkins County","United States","Tompkins County","New York","Ithaca, Cornell University Campus, Cornell Botanic Gardens, Nevin Welcome Center",NA,"window strike","Sarah","Rackowski","Sarah","Rackowski","ORN 918","60 mm","20 %","Female","moderate","ovary: 2 x 4 mm","small amount on throat","250.0","30.5","g",NA,NA,"tissue (frozen); spread wing; study skin","42.44957","-76.47229"
"220","Public Salvage","60463","Catharus","guttatus","10/24/2022","United States, New York, Tompkins County","United States","Tompkins County","New York","Ithaca, Cornell University Campus, Cornell Botanic Gardens, Nevin Welcome Center",NA,"window strike","Sarah","Rackowski","Sarah","Rackowski","ORN 918","60 mm","20 %","Female","moderate","ovary: 2 x 4 mm","small amount on throat","250.0","30.5","g",NA,NA,"tissue (frozen); spread wing; study skin","42.44957","-76.47229"
"221","Public Salvage","60592","Catharus","guttatus","10/01/2023","United States, New York, Tompkins County","United States","Tompkins County","New York","Ithaca, Cornell University Campus, Ruth Bader Ginsburg Hall",NA,"window strike","Dimitris","Salas","Dimitris","Salas","ORN 1116","6 x 4 mm","0 %","Male","moderate","testes R: 2 x 1 mm, L: 2 x 1 mm","none","268.0","30.5","g",NA,NA,"tissue (frozen); study skin; spread wing","42.45399","-76.47568"
"222","Public Salvage","60592","Catharus","guttatus","10/01/2023","United States, New York, Tompkins County","United States","Tompkins County","New York","Ithaca, Cornell University Campus, Ruth Bader Ginsburg Hall",NA,"window strike","Dimitris","Salas","Dimitris","Salas","ORN 1116","6 x 4 mm","0 %","Male","moderate","testes R: 2 x 1 mm, L: 2 x 1 mm","none","268.0","30.5","g",NA,NA,"tissue (frozen); study skin; spread wing","42.45399","-76.47568"
"223","Public Salvage","60592","Catharus","guttatus","10/01/2023","United States, New York, Tompkins County","United States","Tompkins County","New York","Ithaca, Cornell University Campus, Ruth Bader Ginsburg Hall",NA,"window strike","Dimitris","Salas","Dimitris","Salas","ORN 1116","6 x 4 mm","0 %","Male","moderate","testes R: 2 x 1 mm, L: 2 x 1 mm","none","268.0","30.5","g",NA,NA,"tissue (frozen); study skin; spread wing","42.45399","-76.47568"
"224","Public Salvage","60615","Catharus","guttatus","10/23/2023","United States, New York, Tompkins County","United States","Tompkins County","New York","Ithaca, Cornell University Campus, Dairy Bar",NA,"window strike","Huy","Truong","Sarah","Rackowski","ORN 1158","not located","100 %","Male","little","testes R: 2 x 1 mm, L: 2 x 1 mm","none","282.0","34.2","g",NA,NA,"study skin; tissue (frozen); spread wing","42.44716","-76.47089"
"225","Public Salvage","60615","Catharus","guttatus","10/23/2023","United States, New York, Tompkins County","United States","Tompkins County","New York","Ithaca, Cornell University Campus, Dairy Bar",NA,"window strike","Huy","Truong","Sarah","Rackowski","ORN 1158","not located","100 %","Male","little","testes R: 2 x 1 mm, L: 2 x 1 mm","none","282.0","34.2","g",NA,NA,"study skin; tissue (frozen); spread wing","42.44716","-76.47089"
"226","Public Salvage","60615","Catharus","guttatus","10/23/2023","United States, New York, Tompkins County","United States","Tompkins County","New York","Ithaca, Cornell University Campus, Dairy Bar",NA,"window strike","Huy","Truong","Sarah","Rackowski","ORN 1158","not located","100 %","Male","little","testes R: 2 x 1 mm, L: 2 x 1 mm","none","282.0","34.2","g",NA,NA,"study skin; tissue (frozen); spread wing","42.44716","-76.47089"
"227","1","14133","Catharus","guttatus","08/05/1912","Canada, British Columbia","Canada",NA,"British Columbia","Glacier",NA,NA,NA,NA,"D.","Ries",NA,NA,NA,"sex unknown",NA,NA,NA,NA,NA,NA,NA,NA,"study skin","51.2667007","-117.5167007"
"228","1","14131","Catharus","guttatus","07/19/1901","United States, New Mexico","United States",NA,"New Mexico","Sacramento Mountains",NA,NA,"Louis","Fuertes","Louis","Fuertes",NA,NA,NA,"Female",NA,NA,NA,NA,NA,NA,NA,NA,"study skin","33.1264725","-105.7519341"
"229","1","14139","Catharus","guttatus","06/01/1936","United States, Oklahoma, Cimarron County","United States","Cimarron County","Oklahoma","Kenton",NA,NA,"George","Sutton","George","Sutton",NA,NA,NA,"Female",NA,NA,NA,NA,NA,NA,NA,NA,"study skin","36.9031181","-102.9632797"
"230","1","14134","Catharus","guttatus","04/25/1935","United States, Texas, Brewster County","United States","Brewster County","Texas","Marathon",NA,NA,"George","Sutton","George","Sutton",NA,NA,NA,"Male",NA,NA,NA,NA,NA,NA,NA,NA,"study skin","30.205879","-103.243989"
"231","1","21586","Catharus","guttatus","09/29/1945","United States, Utah, Weber County","United States","Weber County","Utah","2 miles Northeast of Ogden, altitude 4500 feet",NA,NA,"J.","Webster","J.","Webster",NA,NA,NA,"Male",NA,NA,NA,NA,NA,NA,NA,NA,"study skin","41.2434931","-111.9466879"
"232","1","21585","Catharus","guttatus","09/29/1945","United States, Utah, Weber County","United States","Weber County","Utah","Ogden (3 miles Northwest), altitude 5200 feet",NA,NA,"J.","Webster","J.","Webster",NA,NA,NA,"Male",NA,NA,NA,NA,NA,NA,NA,NA,"study skin","41.2537396","-112.0145442"
"233","1","14130","Catharus","guttatus","07/11/1907","Canada, Alberta","Canada",NA,"Alberta","Ptarmigan Lake, Laggan",NA,NA,"Louis","Fuertes","Louis","Fuertes",NA,NA,NA,"Female",NA,NA,NA,NA,NA,NA,NA,NA,"study skin","51.7752756","-116.1502075"
"234","1","14132","Catharus","guttatus","07/19/1901","United States, New Mexico","United States",NA,"New Mexico","Sacramento Mountains",NA,NA,"Louis","Fuertes","Louis","Fuertes",NA,NA,NA,"Female",NA,NA,NA,NA,NA,NA,NA,NA,"study skin","33.1264725","-105.7519341"
"235","1","10904","Catharus","guttatus","09/23/1941","United States, New York, Tompkins County","United States","Tompkins County","New York","Ithaca, Forest Home, CU Rifle Range, North side of Fall Creek across from Stevens Suspension Bridge",NA,NA,"George","Sutton","George","Sutton",NA,NA,NA,"Male",NA,NA,NA,NA,NA,NA,NA,NA,"study skin","42.4566","-76.45442"
"236","1","10905","Catharus","guttatus","10/19/1940","United States, New York, Tompkins County","United States","Tompkins County","New York","Town of Ithaca",NA,NA,"William","Montagna","J.","Southgate",NA,NA,NA,"Male",NA,NA,NA,NA,NA,NA,NA,NA,"study skin","42.4381","-76.5095"
"237","1","10905","Catharus","guttatus","10/19/1940","United States, New York, Tompkins County","United States","Tompkins County","New York","Town of Ithaca",NA,NA,"William","Montagna","Y.","Hoyt",NA,NA,NA,"Male",NA,NA,NA,NA,NA,NA,NA,NA,"study skin","42.4381","-76.5095"
"238","1","10932","Catharus","guttatus","10/29/1941","United States, New York, Tompkins County","United States","Tompkins County","New York","Ithaca (Stewart and University Aves.)",NA,NA,NA,NA,"William","Bourke",NA,NA,NA,"Male",NA,NA,NA,NA,NA,NA,NA,NA,"study skin",NA,NA
"239","1","13809","Catharus","guttatus","04/27/1939","United States, New York, Tompkins County","United States","Tompkins County","New York","Town of Ithaca",NA,NA,"William","Montagna","William","Montagna",NA,NA,NA,"Female",NA,NA,NA,NA,NA,NA,NA,NA,"study skin","42.4381","-76.5095"
"240","1","13813","Catharus","guttatus","04/12/1939","United States, New York, Tompkins County","United States","Tompkins County","New York","Town of Ithaca",NA,NA,"William","Montagna","William","Montagna",NA,NA,NA,"Male",NA,NA,NA,NA,NA,NA,NA,NA,"study skin","42.4381","-76.5095"
"241","1","13814","Catharus","guttatus","10/11/1938","United States, New York, Tompkins County","United States","Tompkins County","New York","Town of Ithaca",NA,NA,"George","Sutton","Dirck","Benson",NA,NA,NA,"Male",NA,NA,NA,NA,NA,NA,NA,NA,"study skin","42.4381","-76.5095"
"242","1","13814","Catharus","guttatus","10/11/1938","United States, New York, Tompkins County","United States","Tompkins County","New York","Town of Ithaca",NA,NA,"George","Sutton","George","Sutton",NA,NA,NA,"Male",NA,NA,NA,NA,NA,NA,NA,NA,"study skin","42.4381","-76.5095"
"243","1","13817","Catharus","guttatus","10/21/1939","United States, New York, Tompkins County","United States","Tompkins County","New York","Ithaca, Turkey Hill",NA,NA,"William","Montagna","George","Sutton",NA,NA,NA,"Male",NA,NA,NA,NA,NA,NA,NA,NA,"study skin","42.44952","-76.42105"
"244","1","13818","Catharus","guttatus","10/17/1916","United States, New York, Tompkins County","United States","Tompkins County","New York","Ithaca, Renwick",NA,NA,"Arthur","Allen","Arthur","Allen",NA,NA,NA,"Female",NA,NA,NA,NA,NA,NA,NA,NA,"study skin","42.46485","-76.50036"
"245","1","13819","Catharus","guttatus","10/04/1930","United States, New York, Tompkins County","United States","Tompkins County","New York","Ithaca (Airport)",NA,NA,NA,NA,"Robert","Darrow",NA,NA,NA,"Female",NA,NA,NA,NA,NA,NA,NA,NA,"study skin",NA,NA
"246","1","13824","Catharus","guttatus","04/30/1931","United States, New York, Tompkins County","United States","Tompkins County","New York","Connecticut Hill",NA,NA,"Olin","Pettingill","Olin","Pettingill",NA,NA,NA,"Female",NA,NA,NA,NA,NA,NA,NA,NA,"study skin",NA,NA
"247","1","13826","Catharus","guttatus","05/16/1906","United States, New York, Tompkins County","United States","Tompkins County","New York","Etna ('toward Varna')",NA,NA,"Louis","Fuertes","Louis","Fuertes",NA,NA,NA,"Female",NA,NA,NA,NA,NA,NA,NA,NA,"study skin",NA,NA
"248","1","13827","Catharus","guttatus","04/10/1923","United States, New York, Oswego County","United States","Oswego County","New York","West shore of North Sandy Pond",NA,NA,"Miles","Pirnie","Miles","Pirnie",NA,NA,NA,"Male",NA,NA,NA,NA,NA,NA,NA,NA,"study skin",NA,NA
"249","1","13828","Catharus","guttatus","04/21/1894","United States, New York, Saint Lawrence County","United States","Saint Lawrence County","New York","Potsdam",NA,NA,NA,NA,"C.","Houghton",NA,NA,NA,"Male",NA,NA,NA,NA,NA,NA,NA,NA,"study skin",NA,NA
